plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma
110739,1,21070.84291,11,9,-0.10014557,0.051154401,-1.780391352
110740,0,16206.04654,11,10,-0.10014557,0.051154401,-1.892704031
110741,2,16772.16675,18,13,0.058893096,0.17645051,-3.409239433
110742,1,19614.55237,17,14,-0.129046529,-0.114399163,-2.170219609
110743,2,17413.71732,17,13,-0.776105353,-0.526163869,-2.646655819
110744,1,15838.6366,20,17,0.270199247,0.254520686,-2.962977183
110745,0,9472.782348,12,11,1.297691537,0.793578644,-2.986854972
110747,1,10579.82225,23,20,1.763046,1.270547413,-4.013765442
110748,1,7358.618594,24,22,1.354544357,0.948083644,-5.253332966
11080,3,9502.328334,36,32,1.837968138,1.400881606,-4.92816114
112901,0,11814.69924,9,8,0.029818054,-0.102380952,-2.085676756
112902,0,8707.649296,14,13,-0.523125809,-0.36026751,-3.211787002
112903,1,11710.72723,17,15,0.047424059,0.062071425,-3.745572396
112904,0,4051.478676,10,9,0.613346428,0.342063492,-3.558026466
112906,0,9257.481119,15,14,-0.258785347,-0.236457986,-2.976472089
112907,3,10988.37258,26,17,0.473219598,0.291160568,-4.672564017
112908,4,10142.12469,26,18,0.050142675,0.021929798,-4.973205363
112909,1,8352.713362,20,17,-0.179800753,-0.295479314,-3.961820453
112910,2,9740.411465,31,26,0.77871851,0.719703158,-4.064780682
112911,1,12066.90301,15,13,-0.592118681,-0.436457986,-3.122055803
112912,2,13207.04745,23,20,-0.584780087,-0.294669979,-3.065339634
112913,1,12357.6394,33,27,0.892151232,0.9739187,-4.383194915
112914,1,13268.77676,18,13,-0.385551348,-0.267993934,-3.950984339
112915,1,7800.33622,12,10,-0.535641796,-0.373088023,-3.782015725
112916,1,10990.73825,9,7,0.029818054,-0.102380952,-2.828214271
112917,0,5861.148192,14,13,-0.308840095,-0.288838939,-3.987619493
112918,1,10829.11016,23,20,-0.410867043,-0.294669979,-4.624844728
1,NA,1,NA,1,NA,1,NA
112920,2,8286.883198,22,19,0.115798158,-0.017990137,-4.72440056
112921,0,6148.18406,14,13,1.191159905,0.782589633,-3.690645954
112922,1,7684.324197,22,20,0.070343613,0.1183735,-4.143165078
112923,3,7183.751967,25,21,0.057055696,0.048083644,-4.794385821
112924,1,14209.7876,15,13,-0.458785347,-0.303124653,-3.069643056
112925,0,18304.62022,12,11,-0.202308463,-0.206421356,-1.731600096
112926,1,8359.578355,31,26,-0.382571813,-0.183522649,-5.015283617
112927,1,9460.799811,20,18,-0.229800753,-0.245479314,-3.823820974
112928,2,9960.228257,24,18,0.146211024,0.239750311,-4.837247119
114504,2,8890.198017,23,18,0.545654696,0.400982195,-5.117592175
114505,1,7965.581519,20,18,-0.229800753,-0.245479314,-4.691455953
114511,0,11018.52471,10,9,-0.686653572,-0.357936508,-2.724926091
114515,0,8442.732165,14,13,-0.308840095,-0.288838939,-3.597951648
114611,0,5197.999683,3,2,0.350652565,0,-1.079984656
115707,0,4743.447713,7,6,-0.115692914,-0.185714286,-2.60322944
115709,0,5667.851457,8,7,-0.213510021,-0.185714286,-2.678842167
115717,0,10145.59936,18,17,1.614448652,1.065339399,-3.280367758
115719,0,6220.715178,6,5,-0.342494615,-0.233333333,-2.132174047
115720,0,5904.822029,6,5,-0.342494615,-0.233333333,-2.170390609
115721,0,9200.891758,10,9,0.313346428,0.242063492,-2.704047204
115722,0,4801.109442,12,11,0.547691537,0.543578644,-3.754182093
115724,0,6653.587202,15,14,-0.058785347,-0.16979132,-3.400835675
115725,1,7733.262139,15,13,1.407881319,1.03020868,-3.544443477
115727,0,6796.662693,19,18,0.592545173,0.378204896,-4.145395303
115729,0,9236.063003,19,18,0.908334647,0.483468054,-3.879829518
115738,0,6521.582757,7,6,-0.115692914,-0.185714286,-2.352973225
115739,0,3743.052965,8,7,-0.213510021,-0.185714286,-3.118141283
116484,1,9234.613924,21,19,1.595218607,1.280711162,-3.96904716
12580,0,9082.123716,29,28,2.058980518,1.559451026,-4.517768539
12780,1,12992.82412,17,15,1.576835824,1.473836131,-2.432011418
12880,1,13189.47162,18,16,2.00333754,1.67645051,-2.662257783
12980,3,8424.766588,31,27,1.004524961,0.816477351,-4.750719615
16079,2,8093.607124,33,30,0.801242141,0.822403549,-5.29985037
18779,0,7357.911078,33,32,1.437605777,1.276949003,-5.232836388
18879,0,7680.428701,35,34,1.360583459,1.163580019,-5.129071092
01JM01,0,8344.991335,25,24,1.377055696,1.048083644,-4.255556987
01KI01,0,10638.90885,20,19,0.470199247,0.454520686,-3.145095038
01OK118,1,9053.30214,30,28,1.348067472,0.976692405,-4.72041248
01OK148,0,8316.38081,23,22,1.023915566,0.792286543,-4.197981769
01OK150,2,9518.208771,34,30,0.913100408,0.734168254,-4.953326401
01OK167,1,6893.181752,28,26,0.78372701,0.645657922,-4.784568696
01OK168,0,6734.353578,21,20,0.357123369,0.32833021,-4.33030827
01OK170,0,8463.677715,21,20,0.642837654,0.233092114,-3.828923483
01OK171,0,8463.870612,21,20,0.452361464,0.137854019,-3.704664925
01OK172,0,8796.64213,18,17,0.058893096,-0.045771712,-3.159634126
02OK030,0,11138.8468,8,7,-0.338510021,-0.310714286,-2.191344562
02OK031,0,7414.294006,11,10,2.081672611,1.323881674,-3.258355043
02OK032,0,7494.919634,10,9,0.013346428,-0.057936508,-2.997243202
02OK033,0,7404.849489,18,17,1.00333754,0.67645051,-4.132343371
02OK034,0,5420.459727,11,10,1.081672611,0.687518038,-3.476315691
02OK036,0,1959.07896,8,7,0.411489979,0.189285714,-3.586489596
02OK037,0,5314.641476,14,13,0.262588477,0.13973249,-4.003908852
02OK038,0,8847.845614,21,20,0.785694797,0.661663543,-3.682562076
02OK039,0,6498.45529,10,9,0.613346428,0.342063492,-3.03197489
02OK040,0,8246.609786,11,10,0.89985443,0.505699856,-2.938654458
02OK041,0,2151.092214,8,7,0.161489979,-0.060714286,-3.377148288
02OK042,1,6180.890619,12,10,0.047691537,-0.123088023,-3.733691178
1,NA,1,NA,1,NA,1,NA
02OK044,0,5421.143739,13,12,-0.218248606,-0.206421356,-3.994711416
02OK045,0,5351.702421,12,11,0.547691537,0.376911977,-3.692484835
02OK046,0,3450.95048,11,10,-0.00923648,-0.03975469,-4.07233213
02OK047,0,5201.28054,12,11,0.297691537,0.126911977,-3.852941096
02OK048,0,7863.932261,16,15,0.155842798,0.176042014,-3.370023409
02OK049,0,1959.07892,8,7,0.411489979,0.189285714,-3.586489596
02OK050,0,6569.752958,15,14,0.141214653,0.163542014,-3.498891941
02OK051,0,4984.13874,13,12,0.62790524,0.332040182,-4.121604939
02OK052,0,8865.809093,9,8,0.474262499,0.11984127,-2.791636868
31080,2,10490.07821,32,28,1.212695618,0.883009609,-4.443260708
31180,1,11353.60217,15,13,1.541214653,1.163542014,-2.875449684
31380,2,12103.30952,28,24,2.212298439,1.717086493,-3.874087291
31480,2,9233.925383,40,36,1.352052066,1.017913922,-4.870543543
31580,3,10485.98791,41,36,2.036505795,1.638035873,-4.211525037
31880,0,9190.629974,37,36,1.342851446,1.056287012,-4.344527333
344681,0,10525.22164,20,19,0.670199247,0.354520686,-2.924375095
345781,0,10904.28042,21,20,1.452361464,1.042615924,-3.45624592
345981,1,11061.4244,19,17,0.855703068,0.536099633,-3.253663513
347481,1,12087.9962,25,23,1.897055696,1.408083644,-3.633211686
347981,0,10686.85108,19,18,1.487282015,1.272941738,-3.359427503
35280,0,8119.163493,32,31,1.525195618,1.195509609,-4.848954876
35380,0,8414.107643,28,27,1.069441296,0.859943636,-4.724502025
35480,1,8826.211135,31,29,0.746460445,0.687445093,-4.823310972
35580,1,10764.56299,25,23,0.297055696,0.208083644,-4.088499709
35680,2,9097.097338,36,33,0.976857027,0.761992718,-4.528996849
35880,1,8520.27607,32,30,1.181445618,1.039259609,-4.457162747
35980,2,9230.41691,36,32,1.754634804,1.428659384,-4.686996339
36080,2,12525.13841,20,16,-0.479800753,-0.295479314,-3.840323431
36380,0,8198.61109,32,31,1.618945618,1.351759609,-5.011104542
36480,4,8724.067896,46,40,1.09163795,1.014451595,-5.146771855
36680,1,10203.36338,45,43,1.242602364,0.92121488,-4.422776095
37080,0,8231.965464,10,9,-0.086653572,-0.157936508,-2.788839638
37180,0,7415.38194,9,8,0.696484721,0.342063492,-2.580739077
01OK173,0,5809.777123,17,16,0.341541706,0.238542014,-4.377250601
01OK174,2,8736.925186,26,23,1.127065752,0.945006721,-4.350906692
01OK175,0,6792.852224,24,23,-0.103788976,-0.093583022,-4.614236968
01OK176,0,8885.48169,13,12,-0.295171683,-0.283344433,-2.852148242
01OK177,0,10200.32319,15,14,0.207881319,-0.036457986,-2.707874021
01OK181,0,8563.763447,16,15,-0.031657202,-0.136457986,-3.444756797
01OK182,1,10716.38316,26,24,0.857834983,0.752699029,-3.477419937
01OK183,0,7445.321342,13,12,0.781751394,0.485886336,-3.691118201
01OK186,0,26557.63997,5,4,-0.093506392,-0.166666667,-0.733151417
01OK187,0,9055.333891,27,26,0.708983543,0.661530938,-4.188891701
01OK191,1,10717.63878,20,18,0.470199247,0.454520686,-3.748660933
01OK192,0,7667.357247,15,14,1.141214653,0.763542014,-3.715489065
01OK196,1,8994.805527,29,27,0.645187415,0.559451026,-4.738568391
01OK197,0,10824.38163,13,12,-0.218248606,-0.206421356,-2.529446704
01OK198,0,9751.953347,20,19,-0.529800753,-0.345479314,-3.688583449
01OK202,0,7049.652442,14,13,0.762588477,0.354018204,-3.718915882
01OK204,0,19231.45454,13,12,0.550982163,0.255117105,-2.080641956
01OK205,2,10575.36262,22,19,0.888525431,0.754737136,-3.557649158
01OK206,0,11183.84627,17,16,0.518012294,0.415012602,-3.230941196
01SB01,1,9748.519987,20,17,-0.229800753,-0.145479314,-4.378688291
01SB02,0,9202.058144,13,12,0.243289855,0.255117105,-2.915807734
01SB03,0,10595.78702,11,10,0.627127157,0.232972583,-2.932429399
01VL01,0,8842.334046,16,15,0.655842798,0.426042014,-3.865961645
01VL02,0,6258.796421,12,11,0.631024871,0.46024531,-3.538404584
01VL03,2,15253.96776,16,13,-0.156657202,-0.011457986,-2.994757851
01VL05,1,8440.140808,22,20,1.024889067,0.982009863,-3.674683621
01VL06,0,9111.191889,22,21,0.79761634,0.572918954,-4.074087532
200080,0,1976.96662,4,3,0.479637159,0.083333333,-2.004929447
02-0715,1,7675.059113,23,20,0.936959044,0.6183735,-4.687355735
02-0716,0,4781.009653,13,12,0.320212932,0.024347874,-4.028352149
02-0717,0,7568.96353,10,9,0.813346428,0.342063492,-3.13218795
02-0718,2,13946.50449,23,18,0.023915566,-0.033800413,-3.82671556
02-0719,0,5699.113079,15,14,0.341214653,0.23020868,-4.084830271
02-0721,0,10093.15745,17,16,-0.305517118,-0.290869751,-3.284984474
02-0722,2,10706.87816,30,25,1.681400806,1.243359071,-4.245194596
02-0723,3,9761.24516,28,21,0.890869868,0.681372208,-4.829121664
02-0724,1,7852.933496,17,15,-0.423164176,-0.290869751,-4.237637207
02-0726,0,12878.87633,17,16,-0.776105353,-0.526163869,-2.843487943
02-0728,1,10216.59691,19,16,0.22412412,0.009783844,-3.10655033
02-0729,1,10240.28538,18,15,-0.218884682,-0.212438379,-3.907842024
02-0730,1,11361.38766,14,12,-0.165982952,-0.145981796,-2.787480937
02-0731,0,9576.16426,20,19,-0.579800753,-0.395479314,-3.379517267
02-0732,2,11389.76284,16,11,-0.094157202,-0.073957986,-3.249518923
02-0733,1,8191.746615,20,18,-0.629800753,-0.445479314,-4.126052353
02-0734,3,12156.13874,31,24,-0.318055684,-0.248038778,-4.320831751
02-0735,1,13336.81091,14,11,-1.023125809,-0.574553225,-3.44320267
02-0736,2,10524.31294,16,13,-0.344157202,-0.323957986,-3.860708708
02-0737,0,12168.04589,13,12,-0.218248606,-0.206421356,-2.864966685
02-0738,0,11303.853,8,7,-0.588510021,-0.310714286,-2.553628433
02-0739,0,11108.3878,11,10,-0.463781934,-0.312481962,-2.73918551
02-0740,1,7078.057906,15,13,-0.525452014,-0.36979132,-4.140495263
02-0741,1,10073.92843,14,12,0.90544562,0.782589633,-3.183867165
02-0742,1,10557.21578,16,14,-1.031657202,-0.636457986,-3.70665788
02-0743,0,10246.99015,12,11,-0.535641796,-0.373088023,-3.016850539
02-0744,1,18013.44268,8,6,0.161489979,-0.060714286,-2.030456484
02-0745,3,10430.40541,27,21,-0.216942382,-0.11624684,-4.171764053
02-0746,1,11267.46066,19,16,0.013597805,0.009783844,-3.817329265
02-0747,0,8838.06243,20,19,-0.079800753,-0.095479314,-3.823387839
02-0748,0,12315.57487,13,12,-0.37209476,-0.36026751,-2.419519862
02-0768,1,12421.09191,22,19,-0.338747296,-0.017990137,-3.726945692
02-0769,1,10845.7278,12,10,0.881024871,0.543578644,-3.228172029
02-0770,0,9740.599301,18,17,-0.441106904,-0.32354949,-3.943614086
02-0771,2,10617.96257,26,18,-0.142165017,-0.170377894,-4.222124183
02-0772,1,8855.494867,14,11,-0.09455438,-0.217410367,-3.623055515
02-0773,1,12446.37343,19,16,-0.881139038,-0.569163525,-4.001347914
02-0774,1,7650.738221,13,11,-0.525940914,-0.36026751,-3.469596991
02-0775,5,10861.58287,43,31,0.401243033,0.393026015,-4.67094211
02-0776,2,9193.047914,26,19,-0.526780402,-0.478070202,-5.030121521
02-0777,2,9072.166664,29,24,0.196911553,0.111175163,-4.510834782
02-0778,2,9482.327426,25,22,0.137055696,0.208083644,-3.360695415
02-0779,2,9762.710594,23,20,0.632611218,0.487938717,-3.588734653
02-0780,2,9173.884322,25,19,-0.422944304,-0.431916356,-4.706889401
02-0781,3,8138.933659,37,28,0.802310905,0.461692417,-6.016932223
21680,1,6714.749942,19,17,0.855703068,0.641362791,-3.804439013
22280,1,6253.341898,15,13,0.474547986,0.23020868,-3.457782009
22380,1,9333.344929,28,26,1.03372701,0.967086493,-3.494405086
22480,0,13662.5975,11,10,1.536218066,0.96024531,-2.144333307
Feb-42,2,6792.597569,18,15,0.392226429,0.17645051,-4.459862976
Feb-43,1,6517.054551,15,13,0.941214653,0.563542014,-4.012525728
Feb-44,2,9853.254474,16,13,0.780842798,0.801042014,-2.757170419
Feb-45,1,12020.52825,14,12,-0.09455438,-0.217410367,-2.757840832
Feb-63,1,8062.505816,11,9,1.354399884,0.96024531,-3.347775554
Feb-64,2,11366.32113,21,17,0.357123369,0.137854019,-3.628988252
22580,0,16320.76125,5,4,0.706493608,0.233333333,-0.975158852
Feb-84,0,7020.864831,17,16,-0.423164176,-0.290869751,-4.374077054
Feb-85,0,9906.863216,9,8,-0.747959723,-0.435714286,-2.85591859
Feb-86,0,3688.012818,9,8,0.807595832,0.453174603,-3.398865577
Feb-87,0,17972.4825,7,6,-0.115692914,-0.185714286,-1.709726066
Feb-88,0,2475.546503,6,5,0.990838718,0.433333333,-2.8371631
Feb-89,0,6846.916511,16,15,0.030842798,-0.073957986,-4.285688457
Feb-90,2,11037.19602,17,14,0.165071118,0.062071425,-2.927250977
Feb-91,2,16378.66882,18,15,-0.663329126,-0.434660601,-2.845831018
Feb-92,2,10867.81852,20,17,0.520199247,0.404520686,-3.124453364
1,NA,1,NA,1,NA,1,NA
Feb-94,1,10907.78562,10,8,-0.486653572,-0.357936508,-2.783940976
23180,2,13554.30841,13,10,1.474059086,1.024347874,-2.143891316
23280,2,11974.19986,21,18,0.785694797,0.471187352,-3.522633806
23380,0,18777.6285,10,9,1.113346428,0.642063492,-1.867621814
23480,0,19484.97334,13,12,1.550982163,1.255117105,-1.012802018
23580,1,11812.90252,17,15,0.400365235,0.297365543,-2.334833537
23680,1,11726.70049,15,13,1.407881319,1.03020868,-2.677240929
23780,0,11439.11644,10,9,0.713346428,0.442063492,-2.382215395
23880,0,12979.82518,9,8,0.363151388,0.230952381,-2.024823565
23980,0,10188.25076,12,11,-0.535641796,-0.373088023,-2.260404477
24080,1,14538.96672,18,16,0.892226429,0.565339399,-2.979693698
24180,2,12813.8339,18,15,0.947781985,0.620894955,-3.206814952
24280,0,14948.42669,6,5,0.490838718,0.266666667,-1.425971237
24380,2,12868.19308,15,12,1.274547986,0.896875347,-2.462991207
25180,0,7053.010286,26,25,-0.103703479,-0.131916356,-4.464251074
256181,2,10046.39083,39,36,3.06775449,2.441631871,-4.465628232
25980,1,8253.537658,31,29,1.649686252,1.268090254,-5.183375943
260281,1,8476.09153,41,39,1.036505795,0.784377337,-4.781980444
26080,1,11826.16635,26,24,2.011681136,1.445006721,-3.331497818
26180,3,9844.04615,38,34,2.452029571,1.938932816,-4.440572969
26280,3,10024.56321,39,35,1.349805772,1.133939563,-3.863687247
27380,3,9716.097924,47,43,2.053017961,1.65598721,-4.679935567
27480,4,9585.913903,44,39,1.922650978,1.572730032,-4.269322084
27580,2,10690.8776,43,40,1.866359312,1.439537643,-4.272318476
27680,1,10196.76478,15,13,1.274547986,0.896875347,-2.997481914
28680,1,12487.47209,19,17,1.645176752,1.220310159,-2.797771725
28780,2,11008.46187,35,32,1.446297745,1.077865733,-4.002686342
29280,2,8358.411671,35,32,1.13201203,0.877865733,-4.596953597
29380,0,10240.27829,12,11,0.797691537,0.46024531,-2.765004076
29480,0,10281.5411,24,23,2.43787769,1.864750311,-3.848017753
29580,1,11691.45124,25,23,1.537055696,1.208083644,-3.084002978
29680,1,9862.214753,21,19,1.023790035,0.804520686,-3.496084307
29880,1,6147.135029,21,19,-0.119067108,-0.147860267,-4.888316582
29980,1,7749.894564,24,22,1.104544357,0.864750311,-4.077180712
02KJ01,0,12570.14721,14,13,0.119731334,-0.003124653,-2.983496465
02OK001,0,2369.95715,7,6,0.741449943,0.385714286,-3.135546307
02OK002,0,18011.04881,8,7,-0.213510021,-0.185714286,-0.584788563
02OK003,0,2060.033257,6,5,0.324172051,0.1,-2.83155538
02OK004,0,3952.919011,10,9,-0.186653572,-0.257936508,-3.445367947
02OK005,0,5146.077849,12,11,0.214358204,0.043578644,-3.892619644
02OK006,0,2323.681206,8,7,0.661489979,0.439285714,-3.418008223
02OK007,0,19696.86871,12,11,0.214358204,0.21024531,-0.952477326
02OK008,0,23628.15961,6,5,0.990838718,0.433333333,-0.672780037
02OK009,0,11546.35531,7,6,-0.544264343,-0.328571429,-2.096668648
02OK010,0,6246.766442,8,7,0.661489979,0.439285714,-2.692933699
02OK011,0,6135.601661,12,11,0.881024871,0.71024531,-3.70399523
02OK012,0,4130.011835,9,8,-0.303515279,-0.213492063,-3.255429178
02OK013,0,2442.306492,8,7,0.911489979,0.439285714,-3.506079438
02OK014,0,6040.794097,10,9,0.313346428,0.242063492,-2.980667465
02OK015,0,2674.614457,7,6,-0.115692914,-0.185714286,-3.202747856
02OK016,0,1856.454927,9,8,-0.41462639,-0.324603175,-3.83366299
02OK017,0,8611.894244,14,13,0.191159905,0.068303918,-3.124626954
02OK019,0,12385.49137,14,13,0.619731334,0.496875347,-2.501938423
02OK020,0,5200.319445,11,10,0.354399884,0.323881674,-3.443505208
02OK021,0,4686.10709,8,7,0.411489979,0.189285714,-2.986265418
02OK022,1,9501.686679,10,8,1.113346428,0.642063492,-2.893378621
02OK023,0,7468.350886,16,15,0.593342798,0.488542014,-3.366665152
02OK024,0,5962.612958,14,13,-0.09455438,-0.074553225,-3.861612486
02OK025,0,6313.78191,11,10,-0.10014557,-0.130663781,-3.475209638
02OK026,0,11692.77557,16,15,0.905842798,0.551042014,-3.03954393
02OK027,0,9774.832535,18,17,0.50333754,0.398672732,-2.846708469
02OK028,0,5795.949558,17,16,0.870953471,0.767953778,-4.633139728
02OK029,0,9387.711013,12,11,0.381024871,0.043578644,-3.093366732
02OK053,0,11531.40217,19,18,0.75043991,0.430836475,-2.902751523
02OK054,1,13664.35561,17,15,1.282718177,0.826777308,-2.807447198
02OK055,0,31274.60088,5,4,-0.093506392,-0.166666667,-0.180626723
02OK057,0,23756.48698,4,3,0.479637159,0.083333333,-0.070999583
02OK058,1,11970.98208,13,11,0.012520625,-0.129498279,-2.587642544
02OK059,0,8264.843063,16,15,0.718342798,0.613542014,-3.261358577
02OK060,0,12716.23336,15,14,1.007881319,0.496875347,-2.964323677
02OK061,0,4709.123446,13,12,0.935597548,0.793578644,-3.886821347
02OK062,0,8672.452921,14,13,0.334017048,0.068303918,-3.411674825
02OK063,1,6917.73644,17,15,0.870953471,0.532659661,-3.88546663
02OK064,0,4978.684676,13,12,-0.141325529,-0.129498279,-3.456338451
02OK065,0,6592.166844,14,13,1.191159905,0.925446775,-3.627628076
02OK066,0,5308.219516,13,12,0.858674471,0.716655567,-3.727007103
02OK067,0,7642.152072,11,10,0.627127157,0.414790765,-3.062497179
02OK068,0,5327.514898,10,9,0.313346428,0.042063492,-3.223740949
02OK069,0,2076.666515,7,6,0.5985928,0.242857143,-3.254853861
02OK070,0,3829.460654,10,9,0.313346428,0.042063492,-3.759174041
02OK071,0,6854.997019,10,9,0.613346428,0.342063492,-2.916607743
02OK072,0,4102.912841,12,11,0.547691537,0.376911977,-3.878914752
02OK073,0,7470.468604,13,12,0.935597548,0.63973249,-3.405363353
02OK074,0,5531.462031,13,12,-0.064402452,-0.052575203,-3.885382226
02OK075,0,15534.08558,5,4,-0.093506392,-0.166666667,-1.224652111
02OK076,0,7288.963065,11,10,-0.00923648,-0.03975469,-3.185340382
02OK077,0,4843.259464,8,7,-0.338510021,-0.310714286,-3.168801447
02OK078,0,8949.771262,20,19,1.020199247,0.804520686,-2.94147038
02OK079,2,8926.414444,15,12,-0.192118681,-0.16979132,-2.714689178
02OK082,0,16582.62111,9,8,0.696484721,0.342063492,-1.858088905
02OK083,0,11790.87586,11,10,0.627127157,0.232972583,-2.443193307
02OK084,0,18222.70381,6,5,0.324172051,0.1,-0.669304256
02OK085,1,11648.01994,7,5,-0.115692914,-0.185714286,-1.805554544
02OK086,0,9020.568266,10,9,1.013346428,0.542063492,-1.997287377
02OK087,0,15256.656,6,5,-0.342494615,-0.233333333,-1.305021754
02OK088,0,8110.153057,14,13,0.90544562,0.63973249,-3.771940946
02OK089,0,5047.816147,15,14,1.274547986,0.896875347,-4.549084966
02OK090,0,6666.107765,6,5,0.324172051,0.1,-2.22356629
02OK091,1,9926.78787,10,8,1.613346428,1.142063492,-2.438651371
02OK092,0,5156.682907,13,12,0.397136009,0.255117105,-3.96590244
02OK093,0,13853.88003,11,10,0.445308975,0.232972583,-1.971088078
02OK094,0,12587.33106,17,16,1.047424059,0.709130249,-2.198594178
02OK095,0,9835.002003,11,10,-0.281963752,-0.312481962,-2.892725711
02OK096,0,4312.797044,10,9,-0.186653572,-0.257936508,-3.738170099
02OK097,0,7508.603749,8,7,0.661489979,0.439285714,-2.520483155
02OK098,0,5292.347227,16,15,0.843342798,0.613542014,-4.434458193
02OK099,0,10082.48162,9,8,0.696484721,0.342063492,-2.760724342
02OK100,0,11793.31409,16,15,1.343342798,0.863542014,-3.275598772
02OK101,0,6166.563057,10,9,-0.186653572,-0.257936508,-3.344378149
02OK102,0,7311.939279,17,16,0.165071118,-0.055575634,-4.101608292
02OK103,0,4635.786269,13,12,1.012520625,0.716655567,-3.939421713
02OK104,0,6508.214122,21,20,0.547599559,0.32833021,-4.00152555
02OK105,0,3791.883835,12,11,0.047691537,0.043578644,-4.1470162
02OK106,0,4822.617154,13,12,0.397136009,0.255117105,-3.700690779
02OK107,0,5325.545696,18,17,0.447781985,0.454228288,-4.381871524
02OK108,0,7772.287246,18,17,-0.163329126,-0.156882823,-3.456898535
02OK109,0,4927.604925,16,15,0.155842798,0.051042014,-4.497222835
02OK110,0,8286.18024,14,13,-0.165982952,-0.145981796,-3.145476601
02OK111,0,3651.574952,15,14,0.141214653,0.163542014,-4.687500631
02OK112,1,1991.807348,11,9,-0.10014557,-0.130663781,-4.166013096
02OK113,0,4002.468357,13,12,-0.064402452,-0.206421356,-4.441272491
02OK114,0,5328.839805,14,13,0.834017048,0.568303918,-4.263814829
02OK115,0,7460.010515,16,15,1.280842798,0.926042014,-3.833784746
02OK116,0,3535.606137,6,5,0.990838718,0.433333333,-2.627550002
02OK117,0,7740.10552,20,19,1.270199247,1.054520686,-4.050137462
02OK118,1,8278.567228,18,16,1.114448652,0.898672732,-3.780403367
02OK119,1,6123.298182,15,13,1.541214653,1.163542014,-4.43262748
02OK120,0,5150.383325,13,12,0.935597548,0.63973249,-4.012940985
02OK121,0,5520.151372,19,18,0.22412412,0.325573317,-4.195643616
02OK122,0,8241.883972,14,13,1.548302762,1.13973249,-3.37281558
02OK123,0,13605.10797,20,19,1.870199247,1.354520686,-2.595163879
02OK124,0,10510.79643,17,16,1.047424059,0.709130249,-2.71163081
02OK125,0,5860.004961,14,13,0.048302762,0.068303918,-3.897517476
02OK126,0,5609.336853,13,12,-0.064402452,-0.052575203,-3.809008105
02OK127,0,8024.403952,16,15,0.218342798,0.238542014,-3.344266789
02OK128,0,8856.787732,22,21,1.479434522,1.163828045,-3.87170353
02OK129,0,6238.037771,16,15,0.655842798,0.551042014,-3.954364493
02OK131,0,6310.180024,11,10,1.172581702,0.778427128,-3.423573024
02OK132,0,10514.04428,16,15,0.530842798,0.301042014,-2.761163482
02OK133,0,10085.77728,18,17,1.281115318,0.954228288,-3.636644679
02OK134,0,7982.835454,20,19,1.470199247,1.354520686,-3.815208312
02OK135,0,6849.437498,18,17,0.392226429,0.398672732,-3.774939408
02OK136,0,6885.098599,18,17,0.558893096,0.454228288,-4.311620341
02OK137,0,5912.409751,21,20,0.309504321,0.090234971,-4.737692536
02OK138,0,9466.608696,15,14,0.207881319,-0.036457986,-3.302014972
02OK139,1,9026.697602,14,12,0.048302762,-0.074553225,-3.569653434
02OK141,0,8566.792225,17,16,0.518012294,0.297365543,-3.558327322
02OK142,0,11468.23171,11,10,0.627127157,0.232972583,-2.762247933
02OK143,0,7608.765572,14,13,-0.237411523,-0.217410367,-3.793720516
02OK144,0,5944.021186,11,10,0.172581702,-0.03975469,-3.59412319
02OK146,0,10382.79046,17,16,0.576835824,0.356189072,-3.66092818
02OK147,0,7817.662816,12,11,-0.285641796,-0.28975469,-3.377795247
02OK148,0,3980.836632,7,6,-0.544264343,-0.328571429,-2.99540573
02OK149,0,4598.954803,10,9,-0.486653572,-0.357936508,-3.786682784
02OK150,0,11126.99103,14,13,0.334017048,0.068303918,-2.720179409
02OK151,0,19594.13825,6,5,0.324172051,0.1,-1.301529575
02OK152,1,13859.23174,14,12,1.191159905,0.925446775,-2.113979527
02OK153,0,7427.359471,15,14,0.607881319,0.363542014,-4.111441337
02OK154,0,9356.768482,19,18,0.803071489,0.483468054,-3.527855751
02OK155,0,9114.675912,17,16,-0.011399471,-0.114399163,-3.51751926
02OK156,0,8789.768301,14,13,-0.09455438,-0.217410367,-3.080276431
02OK157,0,5653.191321,15,14,0.874547986,0.496875347,-4.162526569
02OK158,0,9130.269927,12,11,-0.118975129,0.043578644,-2.999390954
02OK159,0,11702.082,24,23,1.104544357,0.781416978,-2.622554811
02OK160,0,9353.538084,12,11,0.297691537,0.126911977,-2.752959766
02OK161,0,13889.55013,12,11,0.714358204,0.376911977,-2.452062286
02OK162,1,11663.57481,13,11,-0.525940914,-0.36026751,-2.666394268
02OK163,0,8866.658179,14,13,0.619731334,0.354018204,-3.656648145
02OK164,0,6696.357202,9,8,0.363151388,0.230952381,-2.877311533
02OK165,0,9167.724316,7,6,0.741449943,0.385714286,-2.232474547
02OK166,0,8451.259842,12,11,0.047691537,0.043578644,-3.049225716
02OK167,0,10090.43686,11,10,0.354399884,0.323881674,-2.749532517
02OK168,0,4323.249835,9,8,-0.303515279,-0.213492063,-3.230138738
02OK169,0,7064.122701,14,13,0.90544562,0.63973249,-3.557883009
02OK170,0,7377.684971,15,14,-0.325452014,-0.303124653,-3.513263454
02OK171,0,9452.994327,9,8,0.363151388,0.230952381,-2.721775278
