plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma
426478,0,13345.89176,9,8,0.807595832,0.453174603,-2.382022088
426578,0,8311.694647,6,5,0.324172051,0.1,-2.188905464
426678,0,10077.48623,7,6,0.5985928,0.242857143,-2.388048239
426778,0,10968.05637,4,3,0.479637159,0.083333333,-1.375909801
426878,1,12706.1614,10,8,0.313346428,0.042063492,-2.605995273
426978,0,2461.973278,5,4,-0.093506392,-0.166666667,-2.304262691
427078,0,11055.62195,10,9,0.613346428,0.342063492,-2.453468984
427378,0,7452.678201,8,7,-0.338510021,-0.310714286,-2.336603596
427478,0,6523.490069,6,5,0.324172051,0.1,-2.04457318
433979,0,9874.379613,16,15,-0.219157202,-0.198957986,-2.60622367
434079,1,6450.976071,16,14,0.093342798,-0.011457986,-3.574467854
437879,1,3465.319196,12,10,-0.118975129,-0.123088023,-4.156953162
438379,1,8125.894204,18,16,1.114448652,0.67645051,-3.640134801
438479,1,7485.387157,10,8,1.113346428,0.642063492,-2.608308905
438579,0,9976.038414,18,17,1.225559763,0.898672732,-3.051618528
444679,0,7348.899218,14,13,0.048302762,-0.074553225,-3.10584695
445979,1,10913.67191,15,13,1.741214653,1.23020868,-2.872999664
446179,1,9215.460863,25,23,2.657055696,2.088083644,-4.432286337
45-1000,1,3978.040587,10,8,0.313346428,0.242063492,-3.83555922
481,2,10828.15052,27,24,0.894168729,0.624493901,-3.890125767
51-629,0,10532.29566,8,7,0.161489979,-0.060714286,-2.219684319
572579,1,12661.24011,11,9,0.627127157,0.232972583,-2.813671937
573879,0,9725.953296,11,10,0.89985443,0.505699856,-2.887887604
574279,0,14608.30195,13,12,1.320212932,0.870501721,-2.402425629
574379,0,11080.44804,9,8,0.696484721,0.342063492,-2.327542092
574479,0,15783.16788,15,14,1.007881319,0.63020868,-2.057226601
574679,0,7924.002445,5,4,0.706493608,0.233333333,-1.970498404
574879,0,9105.631915,11,10,1.536218066,0.96024531,-2.625917495
575479,0,14511.76859,12,11,0.797691537,0.46024531,-1.944769775
5760947,1,11187.07801,22,20,0.933979976,0.70928259,-3.208441835
5760954,0,13374.24836,12,11,1.547691537,1.043578644,-2.263580659
578179,1,12298.23411,12,10,0.797691537,0.46024531,-2.781088162
578379,0,13822.91844,10,9,0.613346428,0.342063492,-2.089709272
578679,3,11737.35497,22,18,1.570343613,1.254737136,-3.335269626
579379,0,14821.80712,14,13,0.762588477,0.496875347,-2.313079202
760355,0,8975.865949,9,8,-0.41462639,-0.324603175,-2.749020074
760484,0,5622.728028,14,13,0.048302762,0.068303918,-4.095832318
760495,1,11641.09461,19,17,0.697808331,0.588731212,-2.959085128
760497,0,9871.797918,19,18,0.434650436,0.325573317,-3.507533492
760499,0,5155.22189,15,14,0.341214653,0.23020868,-4.465705835
760527,2,15370.24692,14,11,-0.380268666,-0.36026751,-2.516879742
760529,0,12717.09857,18,17,0.114448652,-0.101327268,-2.663403391
760541,1,9933.209724,13,11,0.089443702,-0.052575203,-3.33271649
760547,1,11508.81317,8,6,-0.213510021,-0.185714286,-2.675149406
760614,0,22273.88638,5,4,-0.093506392,-0.166666667,-0.953395177
760615,0,11663.9178,15,14,0.007881319,-0.103124653,-3.085957736
760623,0,10767.64173,15,14,0.607881319,0.496875347,-3.124738357
760624,3,19241.17842,22,18,0.29761634,0.254737136,-2.458125703
760641,0,10821.45924,17,16,0.518012294,0.297365543,-3.249861509
760648,0,15692.57487,10,9,-0.386653572,-0.257936508,-2.237085353
760660,1,11181.43437,13,11,-0.218248606,-0.206421356,-3.293167823
760697,0,12185.03086,13,12,0.550982163,0.255117105,-2.895957671
760724,1,7859.192688,18,15,0.725559763,0.398672732,-4.194064406
760727,0,7094.355638,9,8,-0.41462639,-0.324603175,-3.168769751
760732,0,4751.752673,10,9,0.013346428,-0.057936508,-3.638778374
760788,1,13673.89795,13,11,-0.295171683,-0.283344433,-3.022548035
760791,1,7335.963062,30,28,1.414734139,1.110025738,-5.341951382
760814,2,9065.524976,21,18,0.261885273,0.137854019,-4.091961031
760846,0,11808.76495,10,9,-0.186653572,-0.257936508,-2.374645207
760847,1,8737.478846,14,12,-0.380268666,-0.36026751,-3.827532665
760856,0,12043.98148,9,8,-0.41462639,-0.324603175,-2.218249717
760862,0,7953.336152,11,10,-0.10014557,-0.130663781,-2.946830593
760871,0,6900.534015,7,6,-0.115692914,-0.185714286,-2.466998192
760875,0,7029.203142,15,14,0.274547986,0.163542014,-3.718241801
760887,1,8874.276695,23,21,0.806524261,0.66185176,-4.033539476
760906,3,11080.67424,27,23,0.894168729,0.624493901,-3.397324405
760918,1,10139.24005,17,15,0.165071118,0.062071425,-3.544884628
760974,0,11815.15401,13,12,1.166366778,0.716655567,-2.795783892
762122,1,11436.26102,14,12,1.191159905,0.782589633,-2.364201684
762181,0,9993.341789,15,14,-0.592118681,-0.436457986,-2.832382605
762203,1,9796.194252,26,24,0.703988829,0.445006721,-3.686359027
762206,0,8312.285885,21,20,0.73807575,0.614044495,-3.879709295
762214,1,10056.12483,27,25,0.190465025,0.217086493,-4.168373319
762281,2,11749.69128,21,18,-0.214305203,-0.147860267,-3.344637885
762282,0,6572.225532,13,12,0.704828317,0.408963259,-3.432962851
762283,2,7076.158184,33,29,1.68003002,1.337555064,-5.871511709
762284,1,9734.106782,27,25,-0.105831271,-0.153283877,-3.645975661
762298,1,8992.111191,34,32,1.913100408,1.557697666,-3.924765109
762300,1,6596.768946,20,18,0.370199247,0.254520686,-4.309219441
770005,0,8994.815275,15,14,-0.058785347,0.096875347,-3.562047424
770006,1,14553.48839,18,15,0.114448652,0.120894955,-2.965373455
770007,0,8353.8695,14,13,0.548302762,0.282589633,-3.653366491
770013,0,7470.739298,14,13,-0.308840095,-0.288838939,-3.576423668
770015,0,8757.601439,24,23,0.81287769,0.573083644,-4.385572187
770016,1,3855.801779,10,8,0.413346428,0.142063492,-3.452474333
770017,0,3746.565584,14,13,-0.09455438,-0.074553225,-4.745243851
770018,0,7987.383558,16,15,0.343342798,0.238542014,-3.891960994
770019,0,4546.128311,8,7,0.411489979,0.189285714,-3.247010307
770020,0,10731.59107,11,10,1.172581702,0.778427128,-2.754513674
770021,0,7275.748994,12,11,0.547691537,0.376911977,-3.447991876
770022,0,12688.48342,13,12,0.089443702,0.101270951,-2.434894114
770024,0,8274.759779,8,7,1.161489979,0.689285714,-2.039005035
770025,1,9384.22073,29,27,0.748635691,0.662899301,-3.732455666
770026,0,10395.54177,18,17,-0.052218015,-0.156882823,-2.932466848
770027,1,9269.75218,23,21,0.676089479,0.270547413,-3.691929172
770028,0,5122.40089,8,7,0.411489979,0.189285714,-2.977695803
770030,1,12906.5311,20,18,-0.629800753,-0.445479314,-2.908165404
770031,0,4579.079645,9,8,0.363151388,0.230952381,-3.272207741
770032,0,7649.222875,10,9,0.613346428,0.342063492,-2.91193932
770035,0,7794.695503,16,15,0.280842798,0.301042014,-3.245961282
770036,0,7144.644901,11,10,-0.10014557,0.051154401,-2.939863165
770037,0,7460.629079,19,18,-0.039033774,-0.148110893,-4.484019062
770038,1,11165.89906,17,15,0.988600529,0.767953778,-2.997873961
770039,0,7162.188275,17,16,-0.070223,-0.055575634,-3.761940871
770040,0,9025.430672,22,21,1.570343613,1.163828045,-3.638723242
770041,0,6409.967495,12,11,0.964358204,0.793578644,-3.573456329
770043,0,10599.04612,4,3,0.479637159,0.083333333,-1.248759524
770044,0,8289.953028,11,10,-0.191054661,-0.221572872,-3.064060762
770045,0,8686.940325,9,8,0.58537361,0.230952381,-2.325182989
770046,0,6890.024418,21,20,0.499980511,0.280711162,-4.285188585
770047,1,8617.095669,31,29,1.520653993,1.203574125,-4.568805789
770048,0,6792.146066,9,8,0.918706943,0.564285714,-3.093014658
770049,0,7929.524362,22,21,0.570343613,0.436555318,-4.293102037
770050,1,15370.22904,15,13,-0.058785347,0.096875347,-2.704202873
770051,0,9627.85363,14,13,0.619731334,0.496875347,-3.794003469
770054,1,13264.25335,16,14,0.093342798,0.238542014,-2.972395347
770055,0,9690.023601,17,16,0.518012294,0.297365543,-3.4246073
770060,0,4819.034333,10,9,-0.186653572,-0.257936508,-3.734412142
770061,1,9551.898499,22,20,0.661252704,0.436555318,-3.809842639
770062,1,11274.94715,16,14,-0.219157202,-0.323957986,-2.989935661
770064,1,10121.23779,16,14,0.218342798,0.363542014,-3.918209243
770065,0,7785.579921,22,21,0.524889067,0.20928259,-4.163933121
770067,0,8650.349631,19,18,0.276755699,0.16767858,-3.758244677
770068,1,8895.853317,26,24,1.550142675,1.137314414,-4.305849271
770071,1,9602.714483,24,22,1.06287769,0.823083644,-4.548251375
770072,1,13626.51641,14,12,0.262588477,0.13973249,-2.72487459
770073,0,9530.508074,16,15,0.780842798,0.551042014,-3.498264023
770074,1,14172.42819,23,20,0.850002522,0.792286543,-3.680616945
770076,0,6539.781654,18,17,0.781115318,0.67645051,-3.924678123
770077,0,5323.628875,13,12,-0.064402452,-0.052575203,-3.830845851
770078,1,9749.223764,11,9,0.89985443,0.505699856,-2.642529414
770080,0,8608.294791,13,12,0.397136009,0.255117105,-3.333218404
770081,0,7470.235226,16,15,0.468342798,0.488542014,-3.947335118
770088,2,12582.10378,19,16,0.329387278,0.325573317,-3.046917906
770090,1,13405.89093,17,15,0.047424059,0.062071425,-2.846616155
770091,1,10194.219,17,15,-0.246693588,-0.232046222,-3.357331825
770096,1,12251.15552,21,19,-0.690495679,-0.338336457,-3.168545452
770097,0,17818.9576,14,13,0.476874191,0.354018204,-2.539846802
770098,0,7614.585181,17,16,0.812129941,0.709130249,-4.367431291
770100,1,8250.395021,29,25,0.645187415,0.628416543,-4.768070648
770101,1,12425.00939,20,18,-0.879800753,-0.495479314,-3.413992477
770102,1,14697.01588,14,12,0.048302762,0.068303918,-3.010791536
770103,1,10484.27046,16,12,-0.594157202,-0.323957986,-4.35909693
770104,1,9318.472734,18,16,-0.107773571,-0.212438379,-3.71757093
770105,1,12452.77534,19,17,-0.670612722,-0.463900367,-3.371328056
770106,1,9053.120182,29,27,0.955532242,0.662899301,-4.536493189
770107,1,9089.423931,25,23,0.377055696,0.288083644,-4.643841466
770108,0,19140.20054,12,11,0.131024871,-0.03975469,-2.145829668
770109,0,8009.769753,18,17,1.892226429,1.454228288,-3.804704717
770111,1,9351.442396,28,25,0.676584153,0.467086493,-4.644027064
770112,0,10176.06506,23,22,0.154350348,0.183590891,-4.176167717
770113,2,10606.82799,29,25,0.679670173,0.524968267,-4.264099532
770114,1,10311.59653,21,19,0.690456702,0.661663543,-4.020971694
770115,2,8524.58246,24,20,-0.228788976,-0.135249689,-4.89127049
770116,2,9083.551756,42,39,1.783023807,1.513181053,-4.718504057
770118,0,10569.0254,25,24,1.697055696,1.448083644,-3.283652696
770119,3,7894.839881,29,25,1.852083966,1.421519991,-5.295767363
770120,1,7341.95608,31,29,1.359363671,1.171316061,-5.091225519
770121,0,7984.759008,23,22,1.110872087,0.879243065,-4.235664476
770122,0,7327.230979,13,12,-0.525940914,-0.36026751,-3.775085161
770123,2,11316.84325,26,23,0.819373444,0.791160568,-3.684133136
770124,0,9297.782324,28,27,0.855155582,0.859943636,-4.060862676
770125,0,8409.277913,24,23,0.979544357,0.823083644,-4.132369861
770126,0,8341.879702,25,24,1.697055696,1.368083644,-3.951424617
770128,1,10486.74967,17,15,0.400365235,0.297365543,-3.47927567
770129,0,6519.83549,18,17,1.281115318,0.843117177,-4.37394569
770130,0,10277.98654,11,10,-0.463781934,-0.312481962,-2.772447705
770131,0,7936.409188,24,23,1.479544357,1.073083644,-4.251746298
770132,0,17387.90269,10,9,-0.086653572,0.042063492,-2.024438234
770133,1,7893.338813,27,25,1.264539099,0.920790197,-4.585615316
770134,0,7920.140089,12,11,1.464358204,0.96024531,-3.364571087
770135,0,6472.702197,9,8,0.696484721,0.342063492,-2.9926458
770136,1,10586.47856,19,17,0.908334647,0.69399437,-3.412252145
770137,0,7645.558859,27,26,1.00527984,0.809679086,-4.009818969
770138,0,5295.868251,5,4,0.706493608,0.233333333,-2.090909136
770139,0,4760.76564,9,8,0.363151388,0.230952381,-3.118548185
770140,2,11483.51037,23,20,-0.323910521,-0.294669979,-2.980077549
770141,0,11842.49585,9,8,0.140929165,0.008730159,-1.975691254
770142,1,10700.97951,17,15,-0.305517118,-0.173222692,-3.578152404
770143,1,6932.211941,23,21,-0.149997478,-0.207713457,-4.553754006
770144,0,8342.108439,24,23,1.229544357,0.906416978,-4.269097611
770145,1,15803.44674,21,19,0.499980511,0.471187352,-3.090997298
770146,1,10686.50652,15,13,0.074547986,0.096875347,-3.604927313
770147,0,6875.488188,13,12,0.397136009,0.255117105,-3.76327967
770148,1,10322.90624,18,16,0.50333754,0.398672732,-3.97193398
770149,1,11386.30684,24,22,-0.06212231,0.031416978,-3.723379611
770150,1,8977.691124,22,20,-0.20238366,0.1183735,-4.209286151
770200,0,8415.504359,11,10,-0.281963752,-0.312481962,-3.123275545
770201,0,10100.77119,19,18,0.276755699,0.16767858,-3.05706915
770202,1,7377.396281,15,12,0.007881319,0.03020868,-4.463664729
770203,0,9511.34224,8,7,-0.213510021,-0.185714286,-1.942001062
770204,0,9585.567607,14,13,1.119731334,0.711161061,-2.591639469
770205,1,8519.724925,17,15,-0.423164176,-0.40851681,-3.86560331
770206,0,5032.962273,9,8,0.029818054,-0.102380952,-3.204954345
770207,0,10434.22697,19,18,0.539913594,0.430836475,-3.380835957
770208,0,7993.012161,26,25,1.203988829,1.021929798,-4.459922441
770209,0,22728.22686,4,3,0.479637159,0.083333333,-0.334418358
770216,3,11269.80823,23,19,-0.497823565,-0.3816265,-3.791208846
770217,0,11016.77948,16,15,0.593342798,0.363542014,-3.144798411
770219,1,11177.70978,24,22,0.396211024,0.323083644,-3.819170165
770220,0,9725.646667,17,16,-0.599634765,-0.349693281,-3.335032003
770221,2,7810.986804,29,26,1.403808104,1.042209646,-5.0701493
770225,0,10124.98387,19,18,1.171492541,0.851889107,-3.29892081
770226,1,7879.925124,25,23,0.937055696,0.688083644,-4.438149223
770227,1,8951.905429,29,26,0.955532242,0.731864819,-4.774380957
770228,0,7233.40305,14,13,0.691159905,0.568303918,-3.811737058
770229,0,8369.223122,14,13,-0.09455438,-0.074553225,-3.558905118
770235A,1,10232.34419,19,17,0.382018857,0.16767858,-3.56037285
770237,0,8813.465806,9,8,1.140929165,0.564285714,-2.823879971
770238,2,8891.510659,29,25,1.058980518,0.835313094,-4.354723983
770239,1,8424.734869,30,27,1.081400806,0.843359071,-5.101347033
770240,0,7456.947322,16,15,0.030842798,0.176042014,-4.021503372
770241,2,9248.70755,27,23,1.264539099,0.920790197,-4.563008422
770242,0,8215.113436,18,17,0.336670874,0.343117177,-4.236682918
770243,1,13564.15028,10,7,-0.586653572,-0.257936508,-2.523401633
770244,0,10586.17507,12,11,-0.368975129,-0.206421356,-2.928559948
770245,1,8908.163197,24,22,0.31287769,0.156416978,-4.421973449
770247,2,12341.7104,21,18,0.071409083,0.137854019,-3.156649647
770248,0,7916.397203,19,18,-0.196928511,-0.200742472,-4.184322421
770251,0,6890.276527,17,16,0.518012294,0.415012602,-4.145431278
770252,0,8079.022488,24,23,0.56287769,0.406416978,-4.815423836
770253,0,11889.85687,24,23,1.479544357,1.073083644,-2.856308999
770254,1,8388.168378,45,43,1.553713475,1.232325991,-4.962380264
770255,0,5905.376732,16,15,0.343342798,0.363542014,-4.427181699
770256,0,8460.298572,36,35,1.171301471,1.011992718,-4.874657611
770257,1,7907.907466,19,17,-0.407454827,-0.30600563,-4.204540898
770258,0,7215.870732,15,14,-0.058785347,-0.16979132,-3.960877319
770259,0,8131.159215,14,13,0.476874191,0.211161061,-3.341514325
770260,0,9498.332105,21,20,0.452361464,0.32833021,-3.695333173
770261,0,9405.11739,18,17,0.114448652,0.232006066,-3.949760732
770262,2,6853.175798,24,21,0.396211024,0.156416978,-4.923783024
770263,1,9109.61525,25,23,1.017055696,0.768083644,-4.231526797
770264,0,11638.03207,26,25,0.588604213,0.406545183,-3.48748475
770265,0,8922.200834,16,15,0.468342798,0.363542014,-3.79685328
770266,2,10930.8357,16,12,-0.469157202,-0.323957986,-4.028625373
770267,1,8370.606019,20,18,0.670199247,0.354520686,-4.259702027
770268,1,12543.00704,20,17,0.070199247,0.154520686,-3.987828737
770269,0,18756.30624,9,8,0.807595832,0.453174603,-2.065264063
770270,1,13726.88675,15,12,0.207881319,0.096875347,-3.319878006
770271,0,9750.888777,14,13,0.334017048,0.211161061,-3.558896317
770272,1,15110.58188,16,14,0.593342798,0.488542014,-2.963359112
770273,0,17571.70909,7,6,-0.544264343,-0.328571429,-1.72987014
770C017,1,9413.410782,15,13,0.607881319,0.363542014,-2.313658128
770C024,1,8870.852714,18,16,0.781115318,0.565339399,-4.349088459
770C025,1,13154.11648,12,10,0.631024871,0.46024531,-2.777067008
770C026,1,16063.83527,20,18,2.670199247,1.954520686,-2.934371024
770L009,2,8824.550995,32,29,2.306445618,1.851759609,-4.497369324
770L011,1,8791.687519,30,28,2.348067472,1.910025738,-4.321058608
770L012,1,11369.93857,8,6,1.161489979,0.689285714,-2.446426813
770L016,2,14441.03192,12,9,0.881024871,0.543578644,-2.551590094
770L017,1,8574.219642,29,27,1.369325346,0.93876137,-4.762938728
770L018,0,9237.358318,22,21,1.388525431,0.982009863,-3.865665393
7801659,2,12498.68751,26,22,0.819373444,0.637314414,-4.119597581
7801701,0,10923.10556,25,24,0.337055696,0.408083644,-3.932668404
7801702,1,11057.73598,23,20,-0.149997478,-0.033800413,-4.388302504
7801703,0,13616.61574,21,20,0.499980511,0.375949257,-3.376615251
7801704,1,14658.87862,30,25,0.381400806,0.343359071,-3.894630459
7801705,1,11446.79691,27,24,0.338613173,0.51338279,-3.493680387
7801706,0,10600.4503,24,23,0.18787769,0.198083644,-3.787289102
7801707,1,10044.97865,33,30,1.71033305,1.367858094,-4.325605581
7801779,4,8458.583313,40,34,0.677052066,0.292913922,-5.121690372
7801781,2,22479.48047,14,11,0.334017048,0.211161061,-2.023028658
7801782,1,11993.90097,25,21,-0.342944304,-0.271916356,-4.180158746
7802102,1,9815.73627,23,21,0.545654696,0.400982195,-3.767194391
7802103,1,8751.515748,20,18,0.770199247,0.654520686,-3.986490457
7802105,2,10220.30871,27,22,1.190465025,1.068938345,-5.002630792
7802106,2,10861.08008,22,19,0.888525431,0.572918954,-3.846991689
7802107,1,10288.55319,25,23,0.857055696,0.768083644,-4.009274781
7802108,0,8962.365884,20,19,0.920199247,0.604520686,-4.075669629
7802117,2,10101.52857,33,28,0.922454262,0.883009609,-4.596204531
7802118,1,13161.48632,29,22,1.196911553,0.904278612,-4.707536216
7802119,2,8189.970706,31,28,1.681944316,1.171316061,-4.648188338
7802120,3,9324.524194,38,33,1.267819045,1.017880184,-5.180163528
7802121,1,8174.642182,21,19,0.92855194,0.70928259,-4.130954107
7802123,1,9662.536494,34,31,1.501335702,1.20475649,-4.002094011
7802124,2,7816.808866,38,34,1.03097694,0.7284065,-5.565387942
7802125,2,10026.41381,29,26,0.610704656,0.387037232,-4.395642403
7802126,2,12334.31605,27,24,0.74602058,0.698567975,-3.769187801
7802131,1,10257.56214,39,37,1.862626285,1.339067768,-4.741586895
7802132,1,10854.3046,29,27,1.26587707,1.042209646,-3.555534423
7802133,0,8168.803622,20,19,0.770199247,0.554520686,-3.99056257
7802135,2,10194.44939,30,24,0.948067472,0.710025738,-5.225842003
7802137,0,7425.941152,21,20,1.166647178,0.852139733,-4.512100272
7802138,2,11397.66849,31,27,1.552912058,1.171316061,-4.553804637
7802139,1,10469.04521,27,23,-0.068794234,-0.11624684,-4.492732426
7802140,3,12113.40668,24,19,0.43787769,0.448083644,-3.647864498
7802141,2,10352.07718,35,31,1.446297745,0.963580019,-4.671917785
7802142,2,10483.30179,22,19,1.024889067,0.800191681,-4.422076789
7802143,3,10737.80353,40,35,1.452052066,1.067913922,-4.565522178
7802144,3,8226.314766,44,40,1.354469159,1.004548213,-5.131229834
7802145,1,11638.43192,20,16,-0.079800753,-0.095479314,-4.121530649
780300,1,10607.33322,27,23,0.486761321,0.439308716,-4.359520336
780301,1,12936.9983,17,15,-0.305517118,-0.173222692,-3.341261142
780302,0,11293.39185,23,22,0.458698174,0.487938717,-3.452822016
780303,1,7888.113452,25,23,0.337055696,0.328083644,-4.38287618
780305,1,16074.49627,23,19,0.023915566,0.14011263,-3.298197601
780306,0,8223.393592,17,16,0.223894647,0.238542014,-3.839758648
780307,1,12433.9896,25,23,0.297055696,0.128083644,-3.891809129
780308,1,13431.17181,24,22,0.271211024,0.448083644,-3.264607475
780309,0,10123.52879,15,14,-0.192118681,-0.16979132,-3.526867804
780310,0,10469.01119,17,16,0.635659353,0.415012602,-3.027617966
780311,1,10071.00495,23,21,0.545654696,0.487938717,-3.896952153
780312,0,7974.094475,20,19,0.470199247,0.354520686,-3.856698182
780313,1,14079.52514,21,17,-0.357162346,-0.195479314,-3.576222239
780314,0,4548.708667,7,6,-0.115692914,-0.185714286,-2.863766128
780315,2,12846.43095,24,19,0.06287769,0.156416978,-3.788822246
780316,0,10667.37455,20,19,0.470199247,0.454520686,-3.662350533
780317,2,7204.966256,41,38,1.8169936,1.564865142,-5.304655951
780318,0,10348.34883,17,16,-0.246693588,-0.114399163,-3.23112636
780319,0,12189.22591,17,16,0.282718177,0.297365543,-3.158735013
780320,0,8133.398306,26,25,1.011681136,0.829622106,-4.373197559
780321,2,10974.87596,31,26,1.262589477,1.074541867,-3.701377358
780323,1,8435.79554,28,26,1.069441296,0.931372208,-4.746069034
780325,0,7636.291951,28,27,1.105155582,0.824229351,-4.724714762
780326,0,12921.34355,23,22,0.197828609,0.400982195,-3.128445301
780327,0,8416.086964,19,18,0.75043991,0.641362791,-3.830487832
780328,1,5884.167192,26,24,1.473219598,1.291160568,-5.227402364
780329,1,10716.90724,28,26,0.676584153,0.467086493,-4.348361255
780330,0,7411.068078,26,25,0.66552729,0.560391337,-4.926032487
780331,2,9566.237594,32,29,1.931445618,1.351759609,-5.092373171
780332,2,8298.186052,37,34,1.315824419,0.921151877,-5.422512274
780333,2,8601.996517,36,33,1.226857027,1.011992718,-4.960211134
780334,1,10908.44567,27,25,0.523798358,0.476345753,-3.631054758
780337,0,8090.109542,41,40,0.670652137,0.516084654,-5.33960163
780338,1,13811.71007,21,19,0.499980511,0.471187352,-2.809423265
780339,2,8837.775624,26,23,0.780911906,0.521929798,-4.838647722
780340,2,9421.2614,24,20,0.521211024,0.448083644,-4.247572395
780341,1,8795.112912,32,30,0.962695618,0.820509609,-4.318722826
780342,0,9612.663535,24,23,0.31287769,0.239750311,-4.025705138
780345,2,12462.3189,22,17,-0.020565478,-0.063444682,-3.394818404
780346,0,9346.682529,21,20,0.452361464,0.32833021,-3.75053312
780347,1,9238.848936,34,32,0.707218055,0.587109431,-4.198422486
780348,0,9644.202603,23,22,0.893480783,0.66185176,-3.380978668
780349,1,9268.153776,27,25,0.37565021,0.254123531,-4.559734871
780350,1,9117.456447,24,22,0.93787769,0.614750311,-4.404759091
780356,1,16278.36107,19,17,0.487282015,0.378204896,-3.233069057
780357,1,14595.30207,18,16,0.058893096,-0.045771712,-3.306674906
780358,1,21952.48122,15,13,0.141214653,0.163542014,-2.12650095
780361,1,8215.930319,38,36,0.794134835,0.754722289,-5.125203821
780362,0,6955.079359,20,19,-0.829800753,-0.445479314,-3.220697037
780366,1,8573.067656,33,31,1.316393656,0.9739187,-5.106852283
780368,2,18400.57105,20,15,0.170199247,0.054520686,-3.038862526
780369,1,13295.45484,23,20,-0.106519217,-0.164235196,-3.703833575
780370,0,9320.310232,27,26,0.74602058,0.624493901,-4.14950879
780371,1,11876.22482,25,23,-0.062944304,0.168083644,-4.342726912
780375,1,13610.48706,21,18,1.499980511,1.090234971,-3.558800507
780377,0,10009.539,26,25,0.819373444,0.637314414,-4.055922066
780379,2,12292.04939,20,17,0.370199247,0.354520686,-2.936052092
780380,0,8776.19102,22,21,-0.20238366,-0.154353773,-3.81698823
780382,3,10328.49359,43,39,1.773336056,1.439537643,-4.317939861
780383,1,8567.73929,29,27,1.955532242,1.593933784,-4.472543989
780384,2,8490.800147,35,32,1.217726316,1.020722876,-5.418068682
780385,0,5669.22909,15,14,1.007881319,0.763542014,-4.40042407
780386,0,4541.257773,7,6,0.5985928,0.242857143,-2.75797196
780387,1,8149.750159,21,19,0.92855194,0.614044495,-4.965263117
780389,0,7637.672372,14,13,0.90544562,0.63973249,-3.692259212
780390,0,9584.866627,25,24,0.577055696,0.488083644,-3.638236731
780391,1,24077.92405,11,9,-0.281963752,-0.312481962,-1.499508182
780392,1,10181.20606,27,25,0.338613173,0.365234642,-3.976259321
780395,2,7597.448177,33,30,1.164878505,1.00422173,-4.777208115
780396,0,8375.298774,24,23,0.771211024,0.531416978,-4.522052612
780397,1,6495.310801,29,27,0.921049484,0.835313094,-5.126187587
780398,2,8150.224616,41,38,1.499920429,1.05267002,-4.947908737
780400,1,14834.21004,22,20,0.024889067,-0.017990137,-3.340706523
780401,0,6894.893249,16,15,-0.031657202,-0.011457986,-3.643745146
780402,1,10647.8523,17,15,0.282718177,-0.055575634,-3.262112408
780404,2,15062.39544,21,17,-0.07144806,-0.005003124,-3.469518843
780405,0,9520.900165,20,19,0.220199247,0.304520686,-3.906393061
780406,1,8212.964611,15,13,0.407881319,0.43020868,-4.264114771
780407,0,8547.069108,15,14,0.474547986,0.363542014,-3.757068953
780408,0,10036.11563,15,14,0.341214653,0.363542014,-3.571456234
780409,1,13262.90126,25,23,0.737055696,0.648083644,-3.089617262
780410,0,8599.053284,20,19,0.970199247,0.654520686,-4.035413443
780411,1,8811.807776,26,24,0.703988829,0.445006721,-4.086627123
780412,2,12374.52756,22,18,0.706707249,0.482009863,-3.750372614
780413,0,10212.26886,20,19,0.570199247,0.554520686,-3.632879131
780414,2,11969.14662,35,30,0.503440602,0.420722876,-3.96620709
780415,1,8500.896191,32,30,0.681445618,0.539259609,-4.963526136
780416,0,10067.31086,23,22,0.980437305,0.835764804,-3.703851932
780417,1,6893.918079,29,27,1.472773622,1.111175163,-5.390335013
780419,1,6275.184332,18,16,1.114448652,0.898672732,-4.539490117
780420,0,9080.326147,21,20,0.214266226,0.185473067,-3.946685167
780421,0,10674.69154,19,18,0.434650436,0.430836475,-3.548598546
780422,1,9338.379991,29,27,0.852083966,0.559451026,-4.248341177
780423,0,10013.49344,16,15,0.405842798,0.426042014,-3.117948981
780424,1,9710.122089,26,24,0.66552729,0.406545183,-4.627485304
780425,1,10886.94138,29,23,0.852083966,0.628416543,-4.651261612
780426,0,7040.256102,8,7,0.411489979,0.189285714,-2.410626138
780427,1,8683.837636,21,19,0.214266226,0.185473067,-4.469346206
780428,0,8893.549919,19,18,1.013597805,0.69399437,-4.282105004
780429,2,8607.443676,26,23,0.703988829,0.445006721,-5.056520777
780430,0,9831.026294,12,11,0.964358204,0.793578644,-2.727739987
780432,1,6501.099196,28,26,0.176584153,0.109943636,-4.776600788
780433,2,9264.265077,28,25,0.78372701,0.717086493,-4.228620576
780434,2,8780.351667,34,31,1.942512172,1.587109431,-4.525127873
780435,1,9629.849855,24,22,0.93787769,0.614750311,-4.164564527
780436,0,7544.89186,27,26,1.116390951,0.846716123,-4.404128028
780437,1,8804.379312,31,29,0.77871851,0.52615477,-3.859365918
780438,0,10029.42904,25,24,1.257055696,0.848083644,-3.352330168
780439,2,12761.01521,23,20,0.24130687,0.183590891,-3.535547589
780440,0,6095.518887,21,20,0.833313845,0.614044495,-4.877031756
780446,1,9707.108091,29,27,0.990015001,0.766347577,-3.998176837
780447,2,14924.9625,26,23,0.742450367,0.714237491,-3.220923608
780448,1,10302.15026,27,25,0.820094655,0.624493901,-3.578986209
